"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":1517},{""page_index"":1,""viewing_time"":1469},{""page_index"":2,""viewing_time"":1214}]","4200","instructions","0","4203","0.0-0.0","35532","","","",""
"","2095","survey-text","1","6300","0.0-1.0","35532","{""Q0"":""40""}","","",""
"","6226","survey-text","2","12529","0.0-2.0","35532","{""Q0"":""completed doctorate""}","","",""
"","23869","survey-text","3","36401","0.0-3.0","35532","{""Q0"":""2""}","","",""
"","5727","survey-text","4","42129","0.0-4.0","35532","{""Q0"":""moveable-do""}","","",""
"","5026","survey-text","5","47159","0.0-5.0","35532","{""Q0"":""voice""}","","",""
"","3799","survey-text","6","50959","0.0-6.0","35532","{""Q0"":""Phd Music THeory""}","","",""
"","5067","survey-text","7","56027","0.0-7.0","35532","{""Q0"":""Shenandoah Conservatory""}","","",""
"[{""page_index"":0,""viewing_time"":1761},{""page_index"":1,""viewing_time"":24456},{""page_index"":2,""viewing_time"":4264},{""page_index"":3,""viewing_time"":3363}]","33845","instructions","8","89872","0.0-8.0","35532","","","",""
"","31520","image-button-response","9","121393","0.0-9.0-0.0","35532","","img/Berkowitz75.png","2",""
"","10134","image-button-response","10","131529","0.0-9.0-1.0","35532","","img/Berkowitz75.png","7",""
"","10999","image-slider-response","11","142530","0.0-9.0-2.0","35532","","","","66"
"","13548","image-slider-response","12","156077","0.0-9.0-3.0","35532","","","","20"
"","2814","image-button-response","13","158894","0.0-9.0-4.0","35532","","img/Berkowitz75.png","1",""
"","26515","image-button-response","14","185409","0.0-9.0-0.1","35532","","img/Berkowitz88.png","1",""
"","2851","image-button-response","15","188264","0.0-9.0-1.1","35532","","img/Berkowitz88.png","9",""
"","6705","image-slider-response","16","194969","0.0-9.0-2.1","35532","","","","52"
"","4667","image-slider-response","17","199637","0.0-9.0-3.1","35532","","","","72"
"","4552","image-button-response","18","204189","0.0-9.0-4.1","35532","","img/Berkowitz88.png","1",""
"","4675","image-button-response","19","208866","0.0-9.0-0.2","35532","","img/Berkowitz3.png","0",""
"","6667","image-button-response","20","215534","0.0-9.0-1.2","35532","","img/Berkowitz3.png","5",""
"","4204","image-slider-response","21","219741","0.0-9.0-2.2","35532","","","","9"
"","4724","image-slider-response","22","224466","0.0-9.0-3.2","35532","","","","62"
"","2235","image-button-response","23","226702","0.0-9.0-4.2","35532","","img/Berkowitz3.png","1",""
"","48710","image-button-response","24","275414","0.0-9.0-0.3","35532","","img/Berkowitz294.png","2",""
"","22995","image-button-response","25","298411","0.0-9.0-1.3","35532","","img/Berkowitz294.png","8",""
"","4485","image-slider-response","26","302898","0.0-9.0-2.3","35532","","","","72"
"","3978","image-slider-response","27","306877","0.0-9.0-3.3","35532","","","","79"
"","2076","image-button-response","28","308954","0.0-9.0-4.3","35532","","img/Berkowitz294.png","1",""
"","23486","image-button-response","29","332442","0.0-9.0-0.4","35532","","img/Berkowitz627.png","4",""
"","2651","image-button-response","30","335094","0.0-9.0-1.4","35532","","img/Berkowitz627.png","9",""
"","3955","image-slider-response","31","339050","0.0-9.0-2.4","35532","","","","100"
"","8336","image-slider-response","32","347387","0.0-9.0-3.4","35532","","","","14"
"","1757","image-button-response","33","349146","0.0-9.0-4.4","35532","","img/Berkowitz627.png","1",""
"","5261","image-button-response","34","354409","0.0-9.0-0.5","35532","","img/Berkowitz74.png","0",""
"","2207","image-button-response","35","356618","0.0-9.0-1.5","35532","","img/Berkowitz74.png","7",""
"","3329","image-slider-response","36","359950","0.0-9.0-2.5","35532","","","","66"
"","3752","image-slider-response","37","363703","0.0-9.0-3.5","35532","","","","79"
"","1454","image-button-response","38","365158","0.0-9.0-4.5","35532","","img/Berkowitz74.png","1",""
"","41938","image-button-response","39","407099","0.0-9.0-0.6","35532","","img/Berkowitz312.png","2",""
"","5637","image-button-response","40","412738","0.0-9.0-1.6","35532","","img/Berkowitz312.png","9",""
"","26587","image-slider-response","41","439327","0.0-9.0-2.6","35532","","","","65"
"","4283","image-slider-response","42","443611","0.0-9.0-3.6","35532","","","","56"
"","1393","image-button-response","43","445006","0.0-9.0-4.6","35532","","img/Berkowitz312.png","1",""
"","30196","image-button-response","44","475204","0.0-9.0-0.7","35532","","img/Berkowitz379.png","4",""
"","41975","image-button-response","45","517179","0.0-9.0-1.7","35532","","img/Berkowitz379.png","9",""
"","5695","image-slider-response","46","522875","0.0-9.0-2.7","35532","","","","62"
"","5664","image-slider-response","47","528540","0.0-9.0-3.7","35532","","","","52"
"","1374","image-button-response","48","529915","0.0-9.0-4.7","35532","","img/Berkowitz379.png","1",""
"","18934","image-button-response","49","548851","0.0-9.0-0.8","35532","","img/Berkowitz156.png","1",""
"","4116","image-button-response","50","552968","0.0-9.0-1.8","35532","","img/Berkowitz156.png","9",""
"","3251","image-slider-response","51","556219","0.0-9.0-2.8","35532","","","","53"
"","3618","image-slider-response","52","559840","0.0-9.0-3.8","35532","","","","66"
"","1490","image-button-response","53","561331","0.0-9.0-4.8","35532","","img/Berkowitz156.png","1",""
"","4856","image-button-response","54","566188","0.0-9.0-0.9","35532","","img/Berkowitz622.png","4",""
"","2030","image-button-response","55","568219","0.0-9.0-1.9","35532","","img/Berkowitz622.png","9",""
"","4064","image-slider-response","56","572283","0.0-9.0-2.9","35532","","","","84"
"","2852","image-slider-response","57","575135","0.0-9.0-3.9","35532","","","","7"
"","1152","image-button-response","58","576288","0.0-9.0-4.9","35532","","img/Berkowitz622.png","1",""
"","6907","image-button-response","59","583196","0.0-9.0-0.10","35532","","img/Berkowitz9.png","0",""
"","2199","image-button-response","60","585395","0.0-9.0-1.10","35532","","img/Berkowitz9.png","7",""
"","2915","image-slider-response","61","588312","0.0-9.0-2.10","35532","","","","72"
"","2995","image-slider-response","62","591307","0.0-9.0-3.10","35532","","","","75"
"","1299","image-button-response","63","592607","0.0-9.0-4.10","35532","","img/Berkowitz9.png","1",""
