"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":1839},{""page_index"":1,""viewing_time"":13208},{""page_index"":2,""viewing_time"":3623}]","18670","instructions","0","18676","0.0-0.0","62582","","","",""
"","2786","survey-text","1","21463","0.0-1.0","62582","{""Q0"":""34""}","","",""
"","7050","survey-text","2","28516","0.0-2.0","62582","{""Q0"":""Completed Doctorate""}","","",""
"","9103","survey-text","3","37620","0.0-3.0","62582","{""Q0"":""12""}","","",""
"","10352","survey-text","4","47973","0.0-4.0","62582","{""Q0"":""numbers (moveable)""}","","",""
"","4718","survey-text","5","52692","0.0-5.0","62582","{""Q0"":""piano""}","","",""
"","8006","survey-text","6","60700","0.0-6.0","62582","{""Q0"":""PhD Music (Music Theory)""}","","",""
"","7823","survey-text","7","68524","0.0-7.0","62582","{""Q0"":""Baldwin Wallace University""}","","",""
"[{""page_index"":0,""viewing_time"":2180},{""page_index"":1,""viewing_time"":19784},{""page_index"":2,""viewing_time"":2745},{""page_index"":3,""viewing_time"":3439}]","28148","instructions","8","96675","0.0-8.0","62582","","","",""
"","18093","image-button-response","9","114772","0.0-9.0-0.0","62582","","img/Berkowitz75.png","2",""
"","5725","image-button-response","10","120499","0.0-9.0-1.0","62582","","img/Berkowitz75.png","4",""
"","10843","image-slider-response","11","131346","0.0-9.0-2.0","62582","","","","31"
"","11037","image-slider-response","12","142387","0.0-9.0-3.0","62582","","","","91"
"","2294","image-button-response","13","144683","0.0-9.0-4.0","62582","","img/Berkowitz75.png","1",""
"","16109","image-button-response","14","160795","0.0-9.0-0.1","62582","","img/Berkowitz607tx.png","4",""
"","4898","image-button-response","15","165698","0.0-9.0-1.1","62582","","img/Berkowitz607tx.png","7",""
"","6079","image-slider-response","16","171779","0.0-9.0-2.1","62582","","","","100"
"","4198","image-slider-response","17","175979","0.0-9.0-3.1","62582","","","","0"
"","3006","image-button-response","18","178987","0.0-9.0-4.1","62582","","img/Berkowitz607tx.png","1",""
"","13318","image-button-response","19","192307","0.0-9.0-0.2","62582","","img/Berkowitz26.png","0",""
"","6413","image-button-response","20","198723","0.0-9.0-1.2","62582","","img/Berkowitz26.png","4",""
"","5741","image-slider-response","21","204467","0.0-9.0-2.2","62582","","","","4"
"","3406","image-slider-response","22","207875","0.0-9.0-3.2","62582","","","","100"
"","926","image-button-response","23","208803","0.0-9.0-4.2","62582","","img/Berkowitz26.png","1",""
"","12550","image-button-response","24","221355","0.0-9.0-0.3","62582","","img/Berkowitz74.png","0",""
"","4582","image-button-response","25","225939","0.0-9.0-1.3","62582","","img/Berkowitz74.png","4",""
"","3783","image-slider-response","26","229724","0.0-9.0-2.3","62582","","","","0"
"","2670","image-slider-response","27","232395","0.0-9.0-3.3","62582","","","","100"
"","1470","image-button-response","28","233867","0.0-9.0-4.3","62582","","img/Berkowitz74.png","1",""
"","41701","image-button-response","29","275572","0.0-9.0-0.4","62582","","img/Berkowitz417tx.png","2",""
"","2923","image-button-response","30","278499","0.0-9.0-1.4","62582","","img/Berkowitz417tx.png","7",""
"","4686","image-slider-response","31","283187","0.0-9.0-2.4","62582","","","","72"
"","5174","image-slider-response","32","288363","0.0-9.0-3.4","62582","","","","99"
"","1366","image-button-response","33","289731","0.0-9.0-4.4","62582","","img/Berkowitz417tx.png","1",""
"","21334","image-button-response","34","311067","0.0-9.0-0.5","62582","","img/Berkowitz88.png","1",""
"","3374","image-button-response","35","314443","0.0-9.0-1.5","62582","","img/Berkowitz88.png","7",""
"","5031","image-slider-response","36","319476","0.0-9.0-2.5","62582","","","","33"
"","3078","image-slider-response","37","322556","0.0-9.0-3.5","62582","","","","100"
"","1718","image-button-response","38","324275","0.0-9.0-4.5","62582","","img/Berkowitz88.png","1",""
"","45677","image-button-response","39","369955","0.0-9.0-0.6","62582","","img/Berkowitz156.png","1",""
"","2623","image-button-response","40","372579","0.0-9.0-1.6","62582","","img/Berkowitz156.png","7",""
"","3615","image-slider-response","41","376194","0.0-9.0-2.6","62582","","","","24"
"","2535","image-slider-response","42","378731","0.0-9.0-3.6","62582","","","","100"
"","951","image-button-response","43","379683","0.0-9.0-4.6","62582","","img/Berkowitz156.png","1",""
"","9535","image-button-response","44","389219","0.0-9.0-0.7","62582","","img/Berkowitz3.png","0",""
"","1998","image-button-response","45","391219","0.0-9.0-1.7","62582","","img/Berkowitz3.png","3",""
"","2711","image-slider-response","46","393932","0.0-9.0-2.7","62582","","","","0"
"","3157","image-slider-response","47","397091","0.0-9.0-3.7","62582","","","","100"
"","1199","image-button-response","48","398291","0.0-9.0-4.7","62582","","img/Berkowitz3.png","1",""
"","8951","image-button-response","49","407244","0.0-9.0-0.8","62582","","img/Berkowitz622.png","3",""
"","1829","image-button-response","50","409074","0.0-9.0-1.8","62582","","img/Berkowitz622.png","7",""
"","2573","image-slider-response","51","411651","0.0-9.0-2.8","62582","","","","100"
"","2934","image-slider-response","52","414586","0.0-9.0-3.8","62582","","","","0"
"","1887","image-button-response","53","416474","0.0-9.0-4.8","62582","","img/Berkowitz622.png","1",""
"","22383","image-button-response","54","438859","0.0-9.0-0.9","62582","","img/Berkowitz382t.png","0",""
"","2990","image-button-response","55","441850","0.0-9.0-1.9","62582","","img/Berkowitz382t.png","5",""
"","3542","image-slider-response","56","445394","0.0-9.0-2.9","62582","","","","6"
"","2870","image-slider-response","57","448267","0.0-9.0-3.9","62582","","","","100"
"","3254","image-button-response","58","451522","0.0-9.0-4.9","62582","","img/Berkowitz382t.png","1",""
"","31166","image-button-response","59","482690","0.0-9.0-0.10","62582","","img/Berkowitz59.png","1",""
"","2095","image-button-response","60","484786","0.0-9.0-1.10","62582","","img/Berkowitz59.png","7",""
"","3456","image-slider-response","61","488243","0.0-9.0-2.10","62582","","","","27"
"","3000","image-slider-response","62","491243","0.0-9.0-3.10","62582","","","","90"
