"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":7483},{""page_index"":1,""viewing_time"":20301},{""page_index"":2,""viewing_time"":11876}]","39661","instructions","0","39664","0.0-0.0","79054","","","",""
"","3862","survey-text","1","43527","0.0-1.0","79054","{""Q0"":""62""}","","",""
"","10532","survey-text","2","54061","0.0-2.0","79054","{""Q0"":""completed PhD""}","","",""
"","16068","survey-text","3","70130","0.0-3.0","79054","{""Q0"":""10""}","","",""
"","14517","survey-text","4","84649","0.0-4.0","79054","{""Q0"":""moveable-do, do-based minor""}","","",""
"","6726","survey-text","5","91375","0.0-5.0","79054","{""Q0"":""flute""}","","",""
"","7572","survey-text","6","98950","0.0-6.0","79054","{""Q0"":""PhD Music Theory""}","","",""
"","10006","survey-text","7","108958","0.0-7.0","79054","{""Q0"":""University of Tennessee""}","","",""
"[{""page_index"":0,""viewing_time"":3679},{""page_index"":1,""viewing_time"":29614},{""page_index"":2,""viewing_time"":5431},{""page_index"":3,""viewing_time"":6371}]","45095","instructions","8","154054","0.0-8.0","79054","","","",""
"","29757","image-button-response","9","183815","0.0-9.0-0.0","79054","","img/Berkowitz88.png","1",""
"","13547","image-button-response","10","197364","0.0-9.0-1.0","79054","","img/Berkowitz88.png","6",""
"","13211","image-slider-response","11","210575","0.0-9.0-2.0","79054","","","","51"
"","12879","image-slider-response","12","223456","0.0-9.0-3.0","79054","","","","98"
"","12295","image-button-response","13","235751","0.0-9.0-4.0","79054","","img/Berkowitz88.png","1",""
"","18642","image-button-response","14","254395","0.0-9.0-0.1","79054","","img/Berkowitz622.png","5",""
"","2334","image-button-response","15","256732","0.0-9.0-1.1","79054","","img/Berkowitz622.png","9",""
"","7494","image-slider-response","16","264228","0.0-9.0-2.1","79054","","","","98"
"","9429","image-slider-response","17","273657","0.0-9.0-3.1","79054","","","","15"
"","7062","image-button-response","18","280720","0.0-9.0-4.1","79054","","img/Berkowitz622.png","1",""
"","15068","image-button-response","19","295789","0.0-9.0-0.2","79054","","img/Berkowitz9.png","0",""
"","2206","image-button-response","20","297996","0.0-9.0-1.2","79054","","img/Berkowitz9.png","3",""
"","4182","image-slider-response","21","302181","0.0-9.0-2.2","79054","","","","28"
"","6043","image-slider-response","22","308226","0.0-9.0-3.2","79054","","","","100"
"","9222","image-button-response","23","317448","0.0-9.0-4.2","79054","","img/Berkowitz9.png","1",""
"","10435","image-button-response","24","327885","0.0-9.0-0.3","79054","","img/Berkowitz74.png","0",""
"","2809","image-button-response","25","330694","0.0-9.0-1.3","79054","","img/Berkowitz74.png","3",""
"","6740","image-slider-response","26","337435","0.0-9.0-2.3","79054","","","","9"
"","4199","image-slider-response","27","341637","0.0-9.0-3.3","79054","","","","99"
"","7967","image-button-response","28","349605","0.0-9.0-4.3","79054","","img/Berkowitz74.png","1",""
"","29046","image-button-response","29","378651","0.0-9.0-0.4","79054","","img/Berkowitz334t.png","2",""
