"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":2923},{""page_index"":1,""viewing_time"":3272},{""page_index"":2,""viewing_time"":1205}]","7401","instructions","0","7410","0.0-0.0","28330","","","",""
"","3415","survey-text","1","10827","0.0-1.0","28330","{""Q0"":""38""}","","",""
"","8017","survey-text","2","18846","0.0-2.0","28330","{""Q0"":""completed doctorate""}","","",""
"","38250","survey-text","3","57101","0.0-3.0","28330","{""Q0"":""9""}","","",""
"","32630","survey-text","4","89734","0.0-4.0","28330","{""Q0"":""moveable do, do-based minor""}","","",""
"","10094","survey-text","5","99830","0.0-5.0","28330","{""Q0"":""drum set""}","","",""
"","9253","survey-text","6","109085","0.0-6.0","28330","{""Q0"":""DMA Composition""}","","",""
"","9552","survey-text","7","118639","0.0-7.0","28330","{""Q0"":""Univ. of South Carolina Upstate""}","","",""
"[{""page_index"":0,""viewing_time"":3946},{""page_index"":1,""viewing_time"":38694},{""page_index"":2,""viewing_time"":3570},{""page_index"":3,""viewing_time"":4509}]","50720","instructions","8","169364","0.0-8.0","28330","","","",""
"","54423","image-button-response","9","223795","0.0-9.0-0.0","28330","","img/Berkowitz334t.png","3",""
"","27273","image-button-response","10","251073","0.0-9.0-1.0","28330","","img/Berkowitz334t.png","7",""
"","9501","image-slider-response","11","260577","0.0-9.0-2.0","28330","","","","79"
"","32482","image-slider-response","12","293063","0.0-9.0-3.0","28330","","","","86"
"","38525","image-button-response","13","331593","0.0-9.0-4.0","28330","","img/Berkowitz334t.png","1",""
"","44363","image-button-response","14","375962","0.0-9.0-0.1","28330","","img/Berkowitz417tx.png","2",""
"","14511","image-button-response","15","390475","0.0-9.0-1.1","28330","","img/Berkowitz417tx.png","7",""
"","14338","image-slider-response","16","404815","0.0-9.0-2.1","28330","","","","85"
"","42382","image-slider-response","17","447203","0.0-9.0-3.1","28330","","","","42"
"","2019","image-button-response","18","449222","0.0-9.0-4.1","28330","","img/Berkowitz417tx.png","1",""
"","13095","image-button-response","19","462319","0.0-9.0-0.2","28330","","img/Berkowitz3.png","0",""
"","11190","image-button-response","20","473512","0.0-9.0-1.2","28330","","img/Berkowitz3.png","3",""
"","9492","image-slider-response","21","483005","0.0-9.0-2.2","28330","","","","0"
"","17710","image-slider-response","22","500719","0.0-9.0-3.2","28330","","","","26"
"","1579","image-button-response","23","502298","0.0-9.0-4.2","28330","","img/Berkowitz3.png","1",""
"","28638","image-button-response","24","530939","0.0-9.0-0.3","28330","","img/Berkowitz282.png","0",""
"","34263","image-button-response","25","565207","0.0-9.0-1.3","28330","","img/Berkowitz282.png","5",""
"","11094","image-slider-response","26","576303","0.0-9.0-2.3","28330","","","","29"
"","7723","image-slider-response","27","584026","0.0-9.0-3.3","28330","","","","12"
"","2013","image-button-response","28","586040","0.0-9.0-4.3","28330","","img/Berkowitz282.png","1",""
"","50017","image-button-response","29","636064","0.0-9.0-0.4","28330","","img/Berkowitz627.png","5",""
"","3762","image-button-response","30","639826","0.0-9.0-1.4","28330","","img/Berkowitz627.png","9",""
"","8589","image-slider-response","31","648415","0.0-9.0-2.4","28330","","","","100"
"","6773","image-slider-response","32","655190","0.0-9.0-3.4","28330","","","","0"
"","1911","image-button-response","33","657101","0.0-9.0-4.4","28330","","img/Berkowitz627.png","1",""
"","38679","image-button-response","34","695785","0.0-9.0-0.5","28330","","img/Berkowitz379.png","3",""
"","5189","image-button-response","35","700975","0.0-9.0-1.5","28330","","img/Berkowitz379.png","7",""
"","11851","image-slider-response","36","712829","0.0-9.0-2.5","28330","","","","71"
"","4020","image-slider-response","37","716850","0.0-9.0-3.5","28330","","","","37"
"","2252","image-button-response","38","719103","0.0-9.0-4.5","28330","","img/Berkowitz379.png","1",""
"","43161","image-button-response","39","762268","0.0-9.0-0.6","28330","","img/Berkowitz156.png","1",""
"","4358","image-button-response","40","766626","0.0-9.0-1.6","28330","","img/Berkowitz156.png","7",""
"","7126","image-slider-response","41","773754","0.0-9.0-2.6","28330","","","","50"
"","7835","image-slider-response","42","781589","0.0-9.0-3.6","28330","","","","56"
"","1556","image-button-response","43","783147","0.0-9.0-4.6","28330","","img/Berkowitz156.png","1",""
"","12665","image-button-response","44","795814","0.0-9.0-0.7","28330","","img/Berkowitz74.png","0",""
"","3868","image-button-response","45","799683","0.0-9.0-1.7","28330","","img/Berkowitz74.png","3",""
"","12995","image-slider-response","46","812680","0.0-9.0-2.7","28330","","","","0"
"","3466","image-slider-response","47","816147","0.0-9.0-3.7","28330","","","","92"
"","11880","image-button-response","48","828029","0.0-9.0-4.7","28330","","img/Berkowitz74.png","1",""
"","14490","image-button-response","49","842522","0.0-9.0-0.8","28330","","img/Berkowitz9.png","0",""
"","2643","image-button-response","50","845167","0.0-9.0-1.8","28330","","img/Berkowitz9.png","3",""
"","5469","image-slider-response","51","850638","0.0-9.0-2.8","28330","","","","0"
"","8709","image-slider-response","52","859347","0.0-9.0-3.8","28330","","","","58"
"","2586","image-button-response","53","861935","0.0-9.0-4.8","28330","","img/Berkowitz9.png","1",""
"","40993","image-button-response","54","902934","0.0-9.0-0.9","28330","","img/Berkowitz607tx.png","5",""
"","9620","image-button-response","55","912556","0.0-9.0-1.9","28330","","img/Berkowitz607tx.png","9",""
"","3814","image-slider-response","56","916372","0.0-9.0-2.9","28330","","","","100"
"","4551","image-slider-response","57","920925","0.0-9.0-3.9","28330","","","","0"
"","2404","image-button-response","58","923331","0.0-9.0-4.9","28330","","img/Berkowitz607tx.png","1",""
"","58489","image-button-response","59","981826","0.0-9.0-0.10","28330","","img/Berkowitz312.png","2",""
"","2870","image-button-response","60","984698","0.0-9.0-1.10","28330","","img/Berkowitz312.png","7",""
"","10244","image-slider-response","61","994944","0.0-9.0-2.10","28330","","","","78"
"","4325","image-slider-response","62","999270","0.0-9.0-3.10","28330","","","","62"
"","1040","image-button-response","63","1000311","0.0-9.0-4.10","28330","","img/Berkowitz312.png","1",""
"","42268","image-button-response","64","1042583","0.0-9.0-0.11","28330","","img/Berkowitz382t.png","1",""
"","1999","image-button-response","65","1044582","0.0-9.0-1.11","28330","","img/Berkowitz382t.png","7",""
"","5362","image-slider-response","66","1049945","0.0-9.0-2.11","28330","","","","41"
"","8807","image-slider-response","67","1058754","0.0-9.0-3.11","28330","","","","80"
"","1871","image-button-response","68","1060626","0.0-9.0-4.11","28330","","img/Berkowitz382t.png","1",""
"","8590","image-button-response","69","1069218","0.0-9.0-0.12","28330","","img/Berkowitz622.png","5",""
"","30216","image-button-response","70","1099437","0.0-9.0-1.12","28330","","img/Berkowitz622.png","9",""
"","8336","image-slider-response","71","1107774","0.0-9.0-2.12","28330","","","","100"
"","4777","image-slider-response","72","1112551","0.0-9.0-3.12","28330","","","","0"
"","1526","image-button-response","73","1114079","0.0-9.0-4.12","28330","","img/Berkowitz622.png","1",""
"","36164","image-button-response","74","1150247","0.0-9.0-0.13","28330","","img/Berkowitz294.png","2",""
"","4401","image-button-response","75","1154649","0.0-9.0-1.13","28330","","img/Berkowitz294.png","5",""
"","6556","image-slider-response","76","1161206","0.0-9.0-2.13","28330","","","","47"
"","6882","image-slider-response","77","1168090","0.0-9.0-3.13","28330","","","","85"
"","1176","image-button-response","78","1169266","0.0-9.0-4.13","28330","","img/Berkowitz294.png","1",""
"","58556","image-button-response","79","1227828","0.0-9.0-0.14","28330","","img/Berkowitz59.png","1",""
"","3257","image-button-response","80","1231087","0.0-9.0-1.14","28330","","img/Berkowitz59.png","5",""
"","3453","image-slider-response","81","1234539","0.0-9.0-2.14","28330","","","","25"
"","8589","image-slider-response","82","1243130","0.0-9.0-3.14","28330","","","","78"
"","1743","image-button-response","83","1244874","0.0-9.0-4.14","28330","","img/Berkowitz59.png","1",""
"","36473","image-button-response","84","1281351","0.0-9.0-0.15","28330","","img/Berkowitz70.png","1",""
"","1128","image-button-response","85","1282480","0.0-9.0-1.15","28330","","img/Berkowitz70.png","7",""
"","3973","image-slider-response","86","1286454","0.0-9.0-2.15","28330","","","","45"
"","26640","image-slider-response","87","1313098","0.0-9.0-3.15","28330","","","","85"
"","1396","image-button-response","88","1314494","0.0-9.0-4.15","28330","","img/Berkowitz70.png","1",""
"","50751","image-button-response","89","1365251","0.0-9.0-0.16","28330","","img/Berkowitz88.png","1",""
"","2441","image-button-response","90","1367693","0.0-9.0-1.16","28330","","img/Berkowitz88.png","7",""
"","3876","image-slider-response","91","1371570","0.0-9.0-2.16","28330","","","","25"
"","5412","image-slider-response","92","1376982","0.0-9.0-3.16","28330","","","","99"
"","1103","image-button-response","93","1378087","0.0-9.0-4.16","28330","","img/Berkowitz88.png","1",""
"","25750","image-button-response","94","1403841","0.0-9.0-0.17","28330","","img/Berkowitz629.png","5",""
"","1463","image-button-response","95","1405304","0.0-9.0-1.17","28330","","img/Berkowitz629.png","9",""
"","2839","image-slider-response","96","1408144","0.0-9.0-2.17","28330","","","","100"
"","4094","image-slider-response","97","1412239","0.0-9.0-3.17","28330","","","","1"
"","8358","image-button-response","98","1420598","0.0-9.0-4.17","28330","","img/Berkowitz629.png","1",""
"","44454","image-button-response","99","1465056","0.0-9.0-0.18","28330","","img/Berkowitz26.png","0",""
"","6833","image-button-response","100","1471891","0.0-9.0-1.18","28330","","img/Berkowitz26.png","3",""
"","5431","image-slider-response","101","1477323","0.0-9.0-2.18","28330","","","","8"
"","3383","image-slider-response","102","1480707","0.0-9.0-3.18","28330","","","","100"
"","1787","image-button-response","103","1482496","0.0-9.0-4.18","28330","","img/Berkowitz26.png","1",""
"","16856","image-button-response","104","1499355","0.0-9.0-0.19","28330","","img/Berkowitz75.png","2",""
"","4079","image-button-response","105","1503436","0.0-9.0-1.19","28330","","img/Berkowitz75.png","5",""
"","5097","image-slider-response","106","1508534","0.0-9.0-2.19","28330","","","","35"
"","2149","image-slider-response","107","1510684","0.0-9.0-3.19","28330","","","","16"
"","1373","image-button-response","108","1512058","0.0-9.0-4.19","28330","","img/Berkowitz75.png","1",""
"","29023","survey-text","109","1541083","0.0-10.0","28330","{""Q0"":""for most, not all, of them""}","","",""
"","74874","survey-text","110","1615966","0.0-11.0","28330","{""Q0"":""I found that almost all of them were too long. If giving these to a class, I would have shortened them, or at least only given them 2-4 measures at a time""}","","",""
"","27407","survey-text","111","1643378","0.0-12.0","28330","{""Q0"":""Nolan Stolz"",""Q1"":""nstolz@uscupstate.edu""}","","",""
"[{""page_index"":0,""viewing_time"":5815}]","5815","instructions","112","1649193","0.0-13.0","28330","","","",""
